#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B2879F
#Date Time: 2025-09-03 15:14:52.438
#Sample rate: 800000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: 0 V Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 500 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 3.5 V
#Negative Supply: ON
#Voltage: -3.5 V

Time (s),Channel 1 (V),Channel 2 (V)
-0.0002940277777777778,-0.4763918074105741,-0.4182945055101806
-0.0002927777777777778,-0.478406386583669,-0.4179595391029428
-0.0002915277777777778,-0.4787421497791848,-0.4199693375463697
-0.0002902777777777778,-0.4794136761702164,-0.4213092031753209
-0.0002890277777777778,-0.4814282553433112,-0.4209742367680831
-0.0002877777777777777,-0.4820997817343429,-0.4216441695825587
-0.0002865277777777777,-0.4831070713208903,-0.4216441695825587
-0.0002852777777777777,-0.4834428345164061,-0.4223141023970344
-0.0002840277777777777,-0.4847858872984694,-0.4223141023970344
-0.0002827777777777777,-0.4868004664715643,-0.4249938336549369
-0.0002815277777777777,-0.485457413689501,-0.4239889344332234
-0.0002802777777777777,-0.4861289400805326,-0.4239889344332234
-0.0002790277777777777,-0.4874719928625959,-0.4243239008404613
-0.0002777777777777778,-0.4884792824491433,-0.4253288000621747
-0.0002765277777777778,-0.4884792824491433,-0.4249938336549369
-0.0002752777777777778,-0.4894865720356908,-0.426668665691126
-0.0002740277777777778,-0.4904938616222382,-0.4273385985056016
-0.0002727777777777778,-0.4904938616222382,-0.4256637664694125
-0.0002715277777777778,-0.4911653880132699,-0.4280085313200773
-0.0002702777777777778,-0.4925084407953331,-0.4273385985056016
-0.0002690277777777778,-0.4925084407953331,-0.4270036320983638
-0.0002677777777777778,-0.4931799671863648,-0.4273385985056016
-0.0002665277777777777,-0.4938514935773964,-0.4280085313200773
-0.0002652777777777777,-0.4935157303818806,-0.4270036320983638
-0.0002640277777777777,-0.4935157303818806,-0.4280085313200773
-0.0002627777777777777,-0.494523019968428,-0.4286784641345529
-0.0002615277777777777,-0.4965375991415229,-0.4286784641345529
-0.0002602777777777777,-0.4962018359460071,-0.4280085313200773
-0.0002590277777777777,-0.4968733623370387,-0.4283434977273151
-0.0002577777777777777,-0.4965375991415229,-0.4286784641345529
-0.0002565277777777778,-0.4948587831639438,-0.4286784641345529
-0.0002552777777777778,-0.4962018359460071,-0.4286784641345529
-0.0002540277777777778,-0.4968733623370387,-0.4283434977273151
-0.0002527777777777778,-0.4958660727504913,-0.4270036320983638
-0.0002515277777777778,-0.4962018359460071,-0.4276735649128394
-0.0002502777777777778,-0.4968733623370387,-0.4276735649128394
-0.0002490277777777778,-0.4972091255325545,-0.4273385985056016
-0.0002477777777777778,-0.4962018359460071,-0.4270036320983638
-0.0002465277777777777,-0.4965375991415229,-0.4256637664694125
-0.0002452777777777777,-0.4975448887280703,-0.426668665691126
-0.0002440277777777778,-0.4965375991415229,-0.4259987328766504
-0.0002427777777777778,-0.4962018359460071,-0.4256637664694125
-0.0002415277777777778,-0.4962018359460071,-0.4263336992838881
-0.0002402777777777778,-0.4958660727504913,-0.4249938336549369
-0.0002390277777777778,-0.4958660727504913,-0.4246588672476991
-0.0002377777777777778,-0.4951945463594596,-0.4249938336549369
-0.0002365277777777778,-0.4962018359460071,-0.4239889344332234
-0.0002352777777777778,-0.4941872567729122,-0.4243239008404613
-0.0002340277777777778,-0.494523019968428,-0.4233190016187478
-0.0002327777777777778,-0.494523019968428,-0.4226490688042722
-0.0002315277777777778,-0.494523019968428,-0.4223141023970344
-0.0002302777777777778,-0.4948587831639438,-0.4219791359897966
-0.0002290277777777778,-0.4931799671863648,-0.4213092031753209
-0.0002277777777777778,-0.4915011512087857,-0.4203043039536075
-0.0002265277777777778,-0.4911653880132699,-0.4196343711391318
-0.0002252777777777778,-0.4901580984267224,-0.4179595391029428
-0.0002240277777777778,-0.4904938616222382,-0.417624572695705
-0.0002227777777777778,-0.4901580984267224,-0.4179595391029428
-0.0002215277777777778,-0.4894865720356908,-0.4169546398812293
-0.0002202777777777778,-0.489150808840175,-0.4169546398812293
-0.0002190277777777778,-0.4888150456446592,-0.4149448414378024
-0.0002177777777777778,-0.4857931768850168,-0.4142749086233268
-0.0002165277777777778,-0.4868004664715643,-0.4126000765871377
-0.0002152777777777778,-0.485457413689501,-0.4129350429943755
-0.0002140277777777778,-0.4847858872984694,-0.4112602109581864
-0.0002127777777777778,-0.4847858872984694,-0.4115951773654243
-0.0002115277777777778,-0.4827713081253745,-0.410255311736473
-0.0002102777777777778,-0.4817640185388271,-0.4082455132930461
-0.0002090277777777778,-0.4817640185388271,-0.4079105468858083
-0.0002077777777777778,-0.480085202561248,-0.4085804797002839
-0.0002065277777777778,-0.478406386583669,-0.4059007484423814
-0.0002052777777777778,-0.4770633338016057,-0.4038909499989545
-0.0002040277777777778,-0.4770633338016057,-0.4035559835917167
-0.0002027777777777778,-0.4753845178240266,-0.4022161179627654
-0.0002015277777777778,-0.4753845178240266,-0.401211218741052
